mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,artefact,nibi_before_cropping,nibi_after_cropping,conditions,device,pp,time
781.4831804281346,55.323245801834226,55.212498932674706,94.0,28.834355828220858,220.0,67.48466257668711,55.21269525925547,775.0,288.0,0.07065116261236391,0.07079262508442659,77.16222185858409,92.73570324574962,64.1711229946524,5.467084366007633,677.1439521913624,1150.348575740945,0.5886424049816471,37.05317213841132,62.94682786158868,2180.5371555093734,353.04462757706597,1,327,327,sitting,rhythm,P01,14:12:28
756.7631578947369,81.26619049944026,68.2676794756602,58.0,38.41059602649007,113.0,74.83443708609272,68.26800840292933,743.0,360.0,0.09021053375913045,0.10738655767217475,80.18848908784383,100.1669449081803,62.56517205422315,8.514527311771772,2500.2610820662276,1379.530681494097,1.8123997643592287,64.44317722278583,35.55682277721417,4919.848247150576,1040.056483590251,8,152,152,arithmetic,rhythm,P01,14:12:28
836.0852713178294,65.76426069299437,68.47510382430976,53.0,41.40625,96.0,75.0,68.47992406537846,847.0,336.0,0.08190543048012444,0.07865736061746116,72.2368115737173,93.89671361502347,61.53846153846154,6.084163310296568,1016.677604653245,839.8184819245505,1.2105920821406542,54.76325062054698,45.236749379453016,2801.0425443175973,944.5464577398014,1,129,129,recovery,rhythm,P01,14:12:28
639.3896103896104,43.30350582621084,37.469424788897555,29.0,18.954248366013072,82.0,53.59477124183007,37.47033685184655,635.0,216.0,0.05860329327061491,0.0677263207323997,94.26532914699422,110.49723756906077,79.05138339920948,6.335113006894152,530.4690379141412,311.26527875844226,1.7042345359882307,63.020958918618284,36.979041081381716,950.7179958346894,108.98367916210599,1,154,154,standing,rhythm,P01,14:12:28
853.3898305084746,115.80269680389807,88.11931325423494,53.0,45.2991452991453,91.0,77.77777777777777,88.13865016223956,863.0,456.0,0.10328064269259452,0.13569730112075445,71.64594475153868,95.08716323296355,55.19779208831647,9.987905199487004,3045.1290613828223,3220.937579702042,0.9454169744154175,48.59713813793096,51.40286186206904,7932.421470129371,1666.354829044507,6,118,118,breathing,rhythm,P01,14:12:28
796.3355704697987,56.462568636087944,48.128090279331225,147.0,24.705882352941178,389.0,65.3781512605042,48.12812032883223,799.0,352.0,0.060436984248284954,0.07090298453298755,75.72355809198818,93.89671361502347,60.544904137235115,5.372072009571589,748.1494310752081,647.5961286062493,1.1552716238211131,53.602135853898304,46.39786414610169,2017.873220090219,622.1276604087616,3,596,596,neurotask,rhythm,P01,14:12:28
397.64631043257,72.64129896088988,29.493384900359338,18.0,4.591836734693878,140.0,35.714285714285715,29.503049536832442,383.0,440.0,0.07419419912318125,0.18267816663976788,154.42193726179306,198.01980198019803,80.75370121130551,19.989241584672786,289.7176482779699,232.2151848157754,1.2476257679178615,55.50860760390852,44.49139239609147,1764.6102333408953,1242.67740024715,200,393,393,walking,rhythm,P01,14:12:28
490.1578947368421,51.43531628281972,52.902191613048025,27.0,23.893805309734514,62.0,54.86725663716814,52.94480902184729,495.0,264.0,0.10801582426877468,0.10493621919613172,123.79649305912281,167.13091922005572,96.30818619582665,13.40663159136141,531.5775159981074,768.8720171697059,0.6913732118316608,40.876443294436655,59.12355670556335,1506.07775757678,205.62822440896656,43,114,114,biking,rhythm,P01,14:12:28
770.501312335958,41.01293920805687,27.084261153224517,18.0,4.7368421052631575,177.0,46.578947368421055,27.084273937782456,770.0,250.0,0.03515149618067494,0.053228902470933356,78.09313874879751,90.22556390977444,65.57377049180327,4.183696288057258,513.801236260489,431.99697555478133,1.1893630403329851,54.32461489585081,45.675385104149186,1284.8056076388245,339.00739582355425,0,381,381,sitting,kyto,P01,14:12:28
736.5983263598326,73.72135362552994,42.8906330261525,56.0,23.529411764705884,148.0,62.18487394957983,42.89144985411703,732.0,335.0,0.0582290894768668,0.10008352040365162,82.27094611455723,103.44827586206897,65.57377049180327,8.224900182927064,2138.4394186069376,925.1721537229388,2.311396219613562,69.80125802895614,30.19874197104385,5154.767209576514,2091.1556372466375,0,239,239,arithmetic,kyto,P01,14:12:28
